id,brand,name,price,image_link,description,,category,product_type,tag_list/0,tag_list/1,api_featured_image,product_colors/0/hex_value,product_colors/0/colour_name,product_colors/1/hex_value,product_colors/1/colour_name,product_colors/2/hex_value,product_colors/2/colour_name,product_colors/3/hex_value,product_colors/3/colour_name,product_colors/4/hex_value,product_colors/4/colour_name,product_colors/5/hex_value,product_colors/5/colour_name,product_colors/6/hex_value,product_colors/6/colour_name,product_colors/7/hex_value,product_colors/7/colour_name,product_colors/8/hex_value,product_colors/8/colour_name,product_colors/9/hex_value,product_colors/9/colour_name,product_colors/10/hex_value,product_colors/10/colour_name,product_colors/11/hex_value,product_colors/11/colour_name,product_colors/12/hex_value,product_colors/12/colour_name,product_colors/13/hex_value,product_colors/13/colour_name,product_colors/14/hex_value,product_colors/14/colour_name,product_colors/15/hex_value,product_colors/15/colour_name,product_colors/16/hex_value,product_colors/16/colour_name,product_colors/17/hex_value,product_colors/17/colour_name,product_colors/18/hex_value,product_colors/18/colour_name,product_colors/19/hex_value,product_colors/19/colour_name,product_colors/20/hex_value,product_colors/20/colour_name,product_colors/21/hex_value,product_colors/21/colour_name,product_colors/22/hex_value,product_colors/22/colour_name,product_colors/23/hex_value,product_colors/23/colour_name,product_colors/24/hex_value,product_colors/24/colour_name,product_colors/25/hex_value,product_colors/25/colour_name,product_colors/26/hex_value,product_colors/26/colour_name,product_colors/27/hex_value,product_colors/27/colour_name,product_colors/28/hex_value,product_colors/28/colour_name,product_colors/29/hex_value,product_colors/29/colour_name,product_colors/30/hex_value,product_colors/30/colour_name,product_colors/31/hex_value,product_colors/31/colour_name,product_colors/32/hex_value,product_colors/32/colour_name,product_colors/33/hex_value,product_colors/33/colour_name,product_colors/34/hex_value,product_colors/34/colour_name,product_colors/35/hex_value,product_colors/35/colour_name,product_colors/36/hex_value,product_colors/36/colour_name,product_colors/37/hex_value,product_colors/37/colour_name,product_colors/38/hex_value,product_colors/38/colour_name,product_colors/39/hex_value,product_colors/39/colour_name,product_colors/40/hex_value,product_colors/40/colour_name,product_colors/41/hex_value,product_colors/41/colour_name,product_colors/42/hex_value,product_colors/42/colour_name,product_colors/43/hex_value,product_colors/43/colour_name,product_colors/44/hex_value,product_colors/44/colour_name,product_colors/45/hex_value,product_colors/45/colour_name,tag_list/2,tag_list/3,tag_list/4,tag_list/5,tag_list/6,product_colors/46/hex_value,product_colors/46/colour_name,product_colors/47/hex_value,product_colors/47/colour_name,product_colors/48/hex_value,product_colors/48/colour_name,product_colors/49/hex_value,product_colors/49/colour_name,product_colors/50/hex_value,product_colors/50/colour_name,product_colors/51/hex_value,product_colors/51/colour_name,product_colors/52/hex_value,product_colors/52/colour_name,product_colors/53/hex_value,product_colors/53/colour_name,product_colors/54/hex_value,product_colors/54/colour_name,product_colors/55/hex_value,product_colors/55/colour_name,product_colors/56/hex_value,product_colors/56/colour_name,product_colors/57/hex_value,product_colors/57/colour_name,product_colors/58/hex_value,product_colors/58/colour_name,product_colors/59/hex_value,product_colors/59/colour_name,product_colors/60/hex_value,product_colors/60/colour_name,product_colors/61/hex_value,product_colors/61/colour_name,product_colors/62/hex_value,product_colors/62/colour_name,product_colors/63/hex_value,product_colors/63/colour_name,product_colors/64/hex_value,product_colors/64/colour_name,product_colors/65/hex_value,product_colors/65/colour_name,product_colors/66/hex_value,product_colors/66/colour_name,product_colors/67/hex_value,product_colors/67/colour_name,product_colors/68/hex_value,product_colors/68/colour_name,product_colors/69/hex_value,product_colors/69/colour_name,product_colors/70/hex_value,product_colors/70/colour_name,product_colors/71/hex_value,product_colors/71/colour_name,product_colors/72/hex_value,product_colors/72/colour_name,product_colors/73/hex_value,product_colors/73/colour_name,product_colors/74/hex_value,product_colors/74/colour_name,product_colors/75/hex_value,product_colors/75/colour_name,product_colors/76/hex_value,product_colors/76/colour_name,product_colors/77/hex_value,product_colors/77/colour_name,product_colors/78/hex_value,product_colors/78/colour_name,product_colors/79/hex_value,product_colors/79/colour_name,product_colors/80/hex_value,product_colors/80/colour_name,product_colors/81/hex_value,product_colors/81/colour_name,product_colors/82/hex_value,product_colors/82/colour_name,product_colors/83/hex_value,product_colors/83/colour_name,product_colors/84/hex_value,product_colors/84/colour_name,product_colors/85/hex_value,product_colors/85/colour_name,product_colors/86/hex_value,product_colors/86/colour_name,product_colors/87/hex_value,product_colors/87/colour_name,product_colors/88/hex_value,product_colors/88/colour_name,product_colors/89/hex_value,product_colors/89/colour_name,product_colors/90/hex_value,product_colors/90/colour_name,product_colors/91/hex_value,product_colors/91/colour_name,product_colors/92/hex_value,product_colors/92/colour_name,product_colors/93/hex_value,product_colors/93/colour_name,product_colors/94/hex_value,product_colors/94/colour_name,product_colors/95/hex_value,product_colors/95/colour_name,product_colors/96/hex_value,product_colors/96/colour_name,product_colors/97/hex_value,product_colors/97/colour_name,product_colors/98/hex_value,product_colors/98/colour_name,product_colors/99/hex_value,product_colors/99/colour_name,product_colors/100/hex_value,product_colors/100/colour_name,product_colors/101/hex_value,product_colors/101/colour_name,product_colors/102/hex_value,product_colors/102/colour_name,product_colors/103/hex_value,product_colors/103/colour_name,product_colors/104/hex_value,product_colors/104/colour_name,product_colors/105/hex_value,product_colors/105/colour_name,product_colors/106/hex_value,product_colors/106/colour_name,product_colors/107/hex_value,product_colors/107/colour_name,product_colors/108/hex_value,product_colors/108/colour_name,product_colors/109/hex_value,product_colors/109/colour_name,product_colors/110/hex_value,product_colors/110/colour_name,product_colors/111/hex_value,product_colors/111/colour_name,product_colors/112/hex_value,product_colors/112/colour_name,product_colors/113/hex_value,product_colors/113/colour_name,product_colors/114/hex_value,product_colors/114/colour_name,product_colors/115/hex_value,product_colors/115/colour_name,product_colors/116/hex_value,product_colors/116/colour_name,product_colors/117/hex_value,product_colors/117/colour_name,product_colors/118/hex_value,product_colors/118/colour_name,product_colors/119/hex_value,product_colors/119/colour_name,tag_list/7
470,l'oreal,L'Oreal Paris Infallible Pro-Contour Palette in Medium ,19.99,"https://d3t32hsnjxo7q6.cloudfront.net/i/7a31b075cf9c0ae4e6eba9ca61c587a7_ra,w158,h184_pa,w158,h184.png",The L'Oreal Paris Infallible Pro-Contour Palette makes contouring easy. Use the pro-contour brush to enhance and define features for a professional contoured look. Perfectly coordinated highlighting and contouring shades blend easily after applying for a flawless contoured look. Features:Contours in 30 secondsDefinesHighlightsBrush includedHow to Use: Step 1: Use the lighter shade to highlight and create extra dimensions. Step 2: Accentuate contours with the darker shade. Step 3: Blend and buff for a professionally defined look. ,,,bronzer,,,//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/470/original/open-uri20171223-4-1gr8r81?1514063331,#9C7667,Deep,#B0907C,light,#B18A77,medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
469,,Saint Cosmetics Blush,28.96,"https://d3t32hsnjxo7q6.cloudfront.net/i/ed6e230c6394a3c6d1904fcd02a4ae3a_ra,w158,h184_pa,w158,h184.png","Create naturally flushed looking cheeks with Saint Cosmetics' blush formulations. Designed to be worn alone or layered for more depth.Features: An ultra-blendable blush with a long-lasting formulaSilky smooth finishCreates a multi-dimensional lookMade in Canada from naturally derived ingredientsChemical Free, Vegan, Gluten Free",,powder,blush,Canadian,Gluten Free,//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/469/original/open-uri20171223-4-i60yfu?1514063322,#EC8389,Peaching To The Choir ,#C7797B,Passionate Plum ,#EE8581,Luv Me Gently ,#E88C90,Get Me To The Alter ,#F591A6,Cheeky Cherub ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vegan,Natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
468,maybelline,Maybelline Face Studio Master Hi-Light Light Booster Blush,14.99,"https://d3t32hsnjxo7q6.cloudfront.net/i/4621032a92cb428ad640c105b944b39c_ra,w158,h184_pa,w158,h184.png","Maybelline Face Studio Master Hi-Light Light Boosting blush formula has an expert 
balance of shade + shimmer illuminator for natural glow. Skin goes 
soft-lit with zero glitz.

		For Best Results: Brush over all shades in palette and gently sweep over 
cheekbones, brow bones, and temples, or anywhere light naturally touches
 the face.

		
	

                    ",,powder,blush,,,//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/468/original/open-uri20171223-4-sz64re?1514063327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
467,sante,Sante Rouge,23.49,"https://d3t32hsnjxo7q6.cloudfront.net/i/b5dc625e10b6324d1d74a31641f42fa3_ra,w158,h184_pa,w158,h184.jpeg","Sante Rouge is a soft powder blush with silky-smooth texture. It's formulated with organic jojoba and chamomile for natural freshness.  Colours:Ingredients: Talc, Magnesium Stearate, Mica, Lauryl Lactate, Lauroyl Lysine, Olea Europaea (Olive) Fruit Oil*, Simmondsia Chinensis (Jojoba) Seed Oil*, Chamomilla Recutita (Matricaria) Extract*, Parfum (Essential Oils), Bisabolol, Tocopheryl Acetate, [+/- CI 77891, CI 77491, CI 77492, CI 75470, CI 77007, CI 77499] * organically grown",,powder,blush,Natural,,//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/467/original/data?1514063326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
465,covergirl,CoverGirl truBLEND Blush in Medium Rose,13.99,"https://d3t32hsnjxo7q6.cloudfront.net/i/d8969d390fd94976aee71df780f512f2_ra,w158,h184_pa,w158,h184.png","Never stop blushing with CoverGirl's New truBLEND blush! Features:New marbled baked formulaUltra-blendable and delivers a beautiful, multi-toned result Designed to fit light, medium and deep skin tones alikeHow to Apply: Step 1: Lightly dip brush into blush, then tap or blow off excess powder. Step 2: Next, sweep the blush over and under your cheekbone to create a beautiful, rosy looking flush. ",,powder,blush,,,//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/465/original/open-uri20171223-4-edcwc3?1514063326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
464,annabelle,Annabelle Blush ,7.99,"https://d3t32hsnjxo7q6.cloudfront.net/i/0af800d01a052da93b9145fb59f849ba_ra,w158,h184_pa,w158,h184.jpg","Annabelle Blush has a weightless and velvety texture that makes it easy to apply and
 perfectly blendable. Perfect to get a healthy and youthful look! ",,powder,blush,,,//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/464/original/data?1514063326,#C9888C,Spring ,#DB92A6,Rosebud ,#D68D98,Peony ,#D999AA,Lotus ,#C97E79,Hibicus ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
463,nyx,NYX High Definition Blush,7.99,"https://d3t32hsnjxo7q6.cloudfront.net/i/e4842a84c9c0522ba29f1a856d841b1c_ra,w158,h184_pa,w158,h184.jpg",This NYX High Definition Blush is a high definition lightweight blush that blends evenly.  This vibrant and silky blush delivers a beautiful flush of colour and is paraben free. ,,powder,blush,,,//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/463/original/data?1514063326,#A57762,Taupe ,#FE836C,Summer ,#F6A083,Soft Spoken ,#D3766C,Intuition ,#F27A82,Hamptons ,#E54775,Electro ,#F66341,Double Dare ,#F0404E,Crimson ,#C58A68,Beach Babe ,#D27267,Amber ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
462,physicians formula,Physicians Formula Nude Wear Touch of Glow Palette in Light,19.99,"https://d3t32hsnjxo7q6.cloudfront.net/i/490e2f5a880ab9d39c44876a0ea89f44_ra,w158,h184_pa,w158,h184.jpg","
Physicians Formula Nude Wear Touch of Glow Palette is an all in 1 palette can be used as an all-over illuminating powder, as a bronzer, as a blush or as a highlighter. Features: Micro-fine iridescent Mother of Pearl pigments bathe skin in the perfect balance of transparent and pearlescent shimmerHypoallergenicFragrance, Gluten & Paraben freeNon-comedogenicDermatologist approvedDirections: May be worn alone or over makeup.  Blend all shades together and apply evenly over face and neck to even out skin tone.  Apply lightest shade to highlight.  Powder shade to even out skin tone, darkest shade as bronzer and blush shade to accentuate cheeks.Ingredients: Mica, Ethylhexyl Palmitate, Polybutene, Water, Kaolin, Diisostearyl Malate, Ethylhexyl Isononanoate, Mother of Pearl Powder, Nylon-12, Octyldodecyl Stearoyl Stearate, Calcium Aluminum Borosilicate, Boron Nitride, Lactic Acid, Magnesium Stearate, Synthetic Fluorphlogopite, Synthetic Wax, Tetrahexyldecyl Ascorbate, Tin Oxide, Tropaeolum Majus Flower/Stem/Leaf Extract, Ethylhexylglycerin, Phenoxyethanol. May Contain: Titanium Dioxide, Iron Oxides, Red 30, Red 40 Lake.",,,bronzer,Gluten Free,,//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/462/original/open-uri20171223-4-4rpirw?1514063330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
461,dr. hauschka,Dr. Hauschka Rouge Powder ,31,"https://d3t32hsnjxo7q6.cloudfront.net/i/1bc9b62be0eb02ff7d07c2619dee18d1_ra,w158,h184_pa,w158,h184.jpg","Dr. Hauschka Rouge Powder is made with real silk, rose blossoms and jojoba oil to nurture the skin while contouring and adding a healthy hue to the cheeks.",,,bronzer,Organic,Natural,//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/461/original/data?1514063327,#E5A78E,Soft Terracotta 04 ,#F3A5A3,Rose 03 ,#EB9E84,Natural Red 02 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
460,cargo cosmetics,Cargo Cosmetics Swimmables Water Resistant Blush,29,"https://d3t32hsnjxo7q6.cloudfront.net/i/0909a58a190eceee8bd042d9fc80b047_ra,w158,h184_pa,w158,h184.jpg","Cargo Cosmetics Swimmables Water Resistant Blush is a sweatproof, weatherproof blush has been tested by the make-up 
artists for Dancing With The Stars on the latest live tour.It's longwearing formula 
withstands moisture so you don’t have to fuss with re-application. 
Specially formulated with a unique silicone-coated powder that provides 
better adhesion to the skin and withstands water.  


Features:
Silicone coated pigments provide better adhesion to skin and withstand waterL-lysine , an amino acid found naturally in the skin, increases the 
long wearing and water resistant properties because of its natural 
affinity to skinShade Range: Ingredients: Talc, Octyldodecyl Stearate, Lauroyl Lysine, Dimethicone, Zinc Stearate,
 Methicone, Sodium Benzoate, Sodium Dehydroacetate, Benzethonium 
Chloride, Tocopheryl Acetate. May Contain: (+/-): Mica (CI 77019), 
Titanium Dioxide (CI 77891), Iron Oxides (CI 77491, CI 77492, CI 77499),
 Bismuth Oxychloride (CI 77163), Ultramarines (CI 77007), Manganese 
Violet (CI 77742), Red 7 Lake (CI 15850:1), Red 30 Lake (CI 73360), Red 
27 Lake (CI 45410), Yellow 5 Lake (CI 19140).",,powder,blush,,,//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/460/original/data?1514063326,#F390AC,Ibiza (Shimmering Hot Pink) ,#EB9A96,Bali (Medium Rose Pink) ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
459,mineral fusion,Mineral Fusion Blush,32,"https://d3t32hsnjxo7q6.cloudfront.net/i/f1c6dea6717aeaa8796a5f62992d8979_ra,w158,h184_pa,w158,h184.jpeg","Mineral Fusion Blush features luxuriously silky, triple-milled minerals that offer a natural flush of color to brighten the complexion and create a healthy, youthful glow. Includes a powerful blend of Pomegranate, White Tea, Red Tea and Sea Kelp, plus Vitamins C and E that defend skin against free radical damage for a healthy radiance. Free of Gluten, Parabens, Artificial Colors, Fragrances and Talc. Never-tested on animals. Hypo-allergenic.Ingredients: Mica, Zinc Stearate, Octyldodecyl Stearoyl Stearate, Titanium Dioxide (CI 77891), Caprylic/Capric Triglyceride, Tocopheryl Acetate (Vitamin E), Ascorbyl Palmitate (Vitamin C), Camellia Sinensis (White Tea) Leaf Extract, Aspalathus Linearis (Rooibos Red Tea) Leaf Extract, Punica Granatum (Pomegranate) Extract, Vitis Vinifera (Grape) Seed Extract, Laminaria Ochroleuca (Sea Kelp) Extract, Aloe Barbadensis (Aloe Vera) Extract, Lauroyl Lysine, Sambucus Nigra Fruit (Elderberry), Phenoxyethanol. MAY CONTAIN (+/-): Iron Oxides (CI 77491, 77492, 77499), Carmine (CI 75470), Ultramarine (CI 77007), Manganese Violet (CI 77742). ",,powder,blush,Gluten Free,Natural,//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/459/original/data?1514063321,#E4958E,Flashy - Matte Coral ,#C88481,Creation - Matte Rosy-pink ,#BC7070,Airy - Shimmering Mauve ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
458,covergirl,CoverGirl Clean Glow Blush ,8.99,"https://d3t32hsnjxo7q6.cloudfront.net/i/bb0b0c2057205b8e39823c5c7fc6af45_ra,w158,h184_pa,w158,h184.jpeg","Complete your Clean® look with a flush of lightweight, blendable color. 
This versatile 3-in-1 multi-shade compact lets you customize your color 
to create a radiant effect. Use just one color or all three!Features: 3-in-1 multi-shade compactLightweight, blendable flush of colorClean and natural lookHow to Apply:  Begin with the contour, or darkest, shade in your palette and apply to the hollow space below your cheekbones.
Apply the medium shade to the apples of your cheeks and sweep upwards toward the hairline.
For a youthful glow, highlight the tops of your cheeks with the lightest shade.
                            ",,powder,blush,,,//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/458/original/data?1514063320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
457,covergirl,CoverGirl Clean Glow Blush,8.99,"https://d3t32hsnjxo7q6.cloudfront.net/i/48492123aba0c6d096945d57a070361d_ra,w158,h184_pa,w158,h184.jpeg","Complete your Clean® look with a flush of lightweight, blendable color. 
This versatile 3-in-1 multi-shade compact lets you customize your color 
to create a radiant effect. Use just one color or all three!Features: 3-in-1 multi-shade compactLightweight, blendable flush of colorClean and natural lookHow to Apply:  Begin with the contour, or darkest, shade in your palette and apply to the hollow space below your cheekbones.
Apply the medium shade to the apples of your cheeks and sweep upwards toward the hairline.
For a youthful glow, highlight the tops of your cheeks with the lightest shade.
                            ",,powder,blush,,,//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/457/original/data?1514062293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
456,physicians formula,Physicians Formula Nude Wear Glowing Nude Blush,15.99,"https://d3t32hsnjxo7q6.cloudfront.net/i/8df6f68abe9f6bf47546254706f54e37_ra,w158,h184_pa,w158,h184.jpeg","This natural, luxurious blush is so lightweight you'll never even feel it. Sheer coverage with a hint of luminosity delivers a lit-from-within blushing glow.Airy formula boosts skins natural luminosity, and allows skin’s natural radiance and color to shine through. A perfect blend of blush and complexion boosting tones brighten and enhance skin tone while adding a touch of naturally radiant color.Hypoallergenic. Fragrance-Free. Gluten Free. Paraben-Free. Non-Comedogenic. Dermatologist approved. ",,powder,blush,Gluten Free,,//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/456/original/open-uri20171223-4-c79x3p?1514062292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
455,covergirl,CoverGirl Cheekers Blush ,6.99,"https://d3t32hsnjxo7q6.cloudfront.net/i/d095a226cf2698dba1eba4c6e2ce9896_ra,w158,h184_pa,w158,h184.jpeg","Blush's basic rules—it has to be easy, and it has to look natural. 
That's Cheekers. Each portable mini-compact gives you a sheer blush that
 goes on to stay true, stay for hours. It's the way to glow!Features: Stays for hoursEasy and naturalDermatologically-tested",,powder,blush,,,//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/455/original/data?1514062281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
454,e.l.f.,e.l.f. Studio Blush Palette Dark,9.99,"https://d3t32hsnjxo7q6.cloudfront.net/i/73da123512d4ca1f2aebf5149e065d86_ra,w158,h184_pa,w158,h184.jpg","This beautiful blush palette holds 4 gorgeous shades to mix and match 
throughout the year for a custom blended color. Great for contouring, 
shading, sculpting, and highlighting, these silky smooth blushes create a
 beautiful pigmented glow. With a mixture of complimentary matte and 
shimmer finishes, you can achieve a professional look every time.Ingredients: Mica, Talc, Ethylhexyl Palmitate, Silica, Nylon-12, PTFE, Zince Stearate, Dimethicone, Tocopheryl Acetate (Ve).
MAY CONTAIN: Titanium Dioxide (CI 77891), Iron OXides (CI 77491, 
CI 77492, CI 77499), Red 7 Lake (CI 15850), Ultramarines (CI 77007), Red
 6 Lake (CI 15850), Red 28 Lake (CI 45410). ",,powder,blush,Vegan,,//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/454/original/data?1514062281,#99504D,color 4,#BB5C5C,color 3,#D67088,color 2,#DE7E73,color 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
